用户名,粉丝数,发布时间,视频描述,视频时长,点赞数,收藏数,评论数,下载量,分享数,uni_id,认证,url_2,id,url
压岁钱养猫的小孩哥,13115,2024/2/8 20:13,5岁半的小孩，用自己的压岁钱和零花钱在不到30平米的小房间里养了一群流浪猫，今天过年又下雪了，因为没钱装空调，又怕小猫咪冻着，于是小孩给它们生火取暖，又是幸福的一天呀#流浪猫救助 ……版本过低，升级后可展示全部信息,0分:15秒,349672,8617,11280,150,65808,7.33E+18,,https://www.douyin.com/discover?modal_id=7333203078939725108,7333203078939725108,https://www.douyin.com/video/7333203078939725108
小孩哥,72354,2024/9/7 21:00,#纯手工打造 #自制玩具 迷你AK74u3.0,0分:34秒,14808,1582,1115,59,2085,7.41E+18,,https://www.douyin.com/discover?modal_id=7411885289108426023,7411885289108426023,https://www.douyin.com/video/7411885289108426023
叫我小孩哥,1109,2024/7/30 14:06,只要不让他上课和写作业他就能上赶着给我当仆人#仆人永在 #姐弟,4分:50秒,940,10,68,0,405,7.40E+18,,https://www.douyin.com/discover?modal_id=7397306274272038171,7397306274272038171,https://www.douyin.com/video/7397306274272038171
农村小胖硕,4422,2024/10/20 14:27,看看什么是辛福，11岁重孙子给80岁老太爷唱歌！#真人真唱 #小孩哥 #放纵 #农村 #祖孙情,0分:13秒,8493,1020,462,0,3081,7.43E+18,,https://www.douyin.com/discover?modal_id=7427740687547878671,7427740687547878671,https://www.douyin.com/video/7427740687547878671
K总不爱笑,3443,2024/10/22 14:49,1??9??岁的你把3??3??的我宠成小孩 #室友日常 #反差 你们有小孩哥，我的是小孩爹??,0分:29秒,2372,186,473,0,1030,7.43E+18,,https://www.douyin.com/discover?modal_id=7428488361695825202,7428488361695825202,https://www.douyin.com/video/7428488361695825202
忘事不必再提i,698,2024/7/26 7:19,#狗头小孩哥 #小孩哥 #盘点那些牛逼的小孩 #满级小学生 #小孩哥名场面,2分:50秒,637,44,434,1,158,7.40E+18,,https://www.douyin.com/discover?modal_id=7395716858634177811,7395716858634177811,https://www.douyin.com/video/7395716858634177811
东方纪录片,19687,2024/10/22 14:05,小孩哥：就没人为我发声吗 #万物皆可挂闲鱼,1分:5秒,331,43,52,0,662,7.43E+18,,https://www.douyin.com/discover?modal_id=7428477205610564916,7428477205610564916,https://www.douyin.com/video/7428477205610564916
千里江山,223,2024/10/22 16:24,男孩坐在客厅看电视，不料桌上的佤族水酒突然炸盖而出，小孩哥：要是没有监控 我是不是…… #小孩哥  #真相大白,0分:11秒,46294,1208,8706,132,164164,7.43E+18,,https://www.douyin.com/discover?modal_id=7428512933367369019,7428512933367369019,https://www.douyin.com/video/7428512933367369019
Eddie Baby,47339,2024/10/5 20:47,帅是挺帅就是有点调皮…#人类幼崽 #15后 #小孩哥 #185大帅哥 #男高中生,0分:11秒,2251,206,144,0,280,7.42E+18,,https://www.douyin.com/discover?modal_id=7422272348579040527,7422272348579040527,https://www.douyin.com/video/7422272348579040527
摸娱师太,517912,2024/7/1 17:18,这小孩哥是真沉得住气啊！换作是我早坐地大哭了 #自救逃生#电梯#小孩哥#自救逃生 #电梯 #小孩哥,0分:36秒,1881,135,41,1,381,7.39E+18,,https://www.douyin.com/discover?modal_id=7386594302656335141,7386594302656335141,https://www.douyin.com/video/7386594302656335141
小猿口算,355501,2024/10/11 14:24,一年级小孩哥在哪里！秀出你的反击战绩 #小猿口算 #小猿口算pk #小学生 #大学生 #口算PK受害者出现了,0分:7秒,429,28,149,0,15,7.42E+18,天津猿力教育科技有限公司,https://www.douyin.com/discover?modal_id=7424400197796547850,7424400197796547850,https://www.douyin.com/video/7424400197796547850
诸葛锦鲤,130,2024/10/15 19:34,这是之前看的小孩哥钓鱼，好牛啊??一钓就钓上来了，完了又扔回河里接着钓。还拿出电话手表给我炫耀他们之前的战绩，有他半个人这么高，是真的牛啊??这也是过上了“上不如老，下不如小”的日子??……版本过低，升级后可展示全部信息,1分:3秒,1226,55,1352,0,1506,7.43E+18,,https://www.douyin.com/discover?modal_id=7425964444175420713,7425964444175420713,https://www.douyin.com/video/7425964444175420713
压岁钱养猫的小孩哥,13115,2024/2/8 20:13,5岁半的小孩，用自己的压岁钱和零花钱在不到30平米的小房间里养了一群流浪猫，今天过年又下雪了，因为没钱装空调，又怕小猫咪冻着，于是小孩给它们生火取暖，又是幸福的一天呀#流浪猫救助 ……版本过低，升级后可展示全部信息,0分:15秒,349672,8617,11280,150,65808,7.33E+18,,https://www.douyin.com/discover?modal_id=7333203078939725108,7333203078939725108,https://www.douyin.com/video/7333203078939725108
新人驾到,1718,2024/10/23 13:28,航哥回国硬刚陈鹏军师黔，准备线下真实？ 航哥回国平安落地，正面回应陈鹏粉丝黔，准备动用法律武器，直言我在我家等你！#航哥不平凡人生 #谢帅和伊翁农村生活 #陈鹏谢卫,54分:33秒,1017,210,210,0,56,7.43E+18,,https://www.douyin.com/discover?modal_id=7428838609337273609,7428838609337273609,https://www.douyin.com/video/7428838609337273609
迈迪-小孩哥,677,2024/10/19 12:46,你检查我之前我先检查一下你哦?? #人类幼崽 #萌娃搞笑日常,0分:8秒,191728,5298,16246,246,186344,7.43E+18,,https://www.douyin.com/discover?modal_id=7427343611773209868,7427343611773209868,https://www.douyin.com/video/7427343611773209868
小孩哥,72354,2024/9/7 21:00,#纯手工打造 #自制玩具 迷你AK74u3.0,0分:34秒,14808,1582,1115,59,2085,7.41E+18,,https://www.douyin.com/discover?modal_id=7411885289108426023,7411885289108426023,https://www.douyin.com/video/7411885289108426023
农村小胖硕,4422,2024/10/20 14:27,看看什么是辛福，11岁重孙子给80岁老太爷唱歌！#真人真唱 #小孩哥 #放纵 #农村 #祖孙情,0分:13秒,8493,1020,462,0,3081,7.43E+18,,https://www.douyin.com/discover?modal_id=7427740687547878671,7427740687547878671,https://www.douyin.com/video/7427740687547878671
叫我小孩哥,1109,2024/7/30 14:06,只要不让他上课和写作业他就能上赶着给我当仆人#仆人永在 #姐弟,4分:50秒,940,10,68,0,405,7.40E+18,,https://www.douyin.com/discover?modal_id=7397306274272038171,7397306274272038171,https://www.douyin.com/video/7397306274272038171
K总不爱笑,3443,2024/10/22 14:49,1??9??岁的你把3??3??的我宠成小孩 #室友日常 #反差 你们有小孩哥，我的是小孩爹??,0分:29秒,2372,186,473,0,1030,7.43E+18,,https://www.douyin.com/discover?modal_id=7428488361695825202,7428488361695825202,https://www.douyin.com/video/7428488361695825202
忘事不必再提i,698,2024/7/26 7:19,#狗头小孩哥 #小孩哥 #盘点那些牛逼的小孩 #满级小学生 #小孩哥名场面,2分:50秒,637,44,434,1,158,7.40E+18,,https://www.douyin.com/discover?modal_id=7395716858634177811,7395716858634177811,https://www.douyin.com/video/7395716858634177811
东方纪录片,19687,2024/10/22 14:05,小孩哥：就没人为我发声吗 #万物皆可挂闲鱼,1分:5秒,331,43,52,0,662,7.43E+18,,https://www.douyin.com/discover?modal_id=7428477205610564916,7428477205610564916,https://www.douyin.com/video/7428477205610564916
摸娱师太,517912,2024/7/1 17:18,这小孩哥是真沉得住气啊！换作是我早坐地大哭了 #自救逃生#电梯#小孩哥#自救逃生 #电梯 #小孩哥,0分:36秒,1881,135,41,1,381,7.39E+18,,https://www.douyin.com/discover?modal_id=7386594302656335141,7386594302656335141,https://www.douyin.com/video/7386594302656335141
小猿口算,355501,2024/10/11 14:24,一年级小孩哥在哪里！秀出你的反击战绩 #小猿口算 #小猿口算pk #小学生 #大学生 #口算PK受害者出现了,0分:7秒,429,28,149,0,15,7.42E+18,天津猿力教育科技有限公司,https://www.douyin.com/discover?modal_id=7424400197796547850,7424400197796547850,https://www.douyin.com/video/7424400197796547850
KK.(橱窗k总同款零食),1222,2024/10/6 19:24,极限运动#极限 #小孩哥 #自行车 #极限运动纪录片 #红牛极限运动,0分:13秒,330000,10521,17843,14,255902,7.42E+18,,https://www.douyin.com/discover?modal_id=7422622016622054713,7422622016622054713,https://www.douyin.com/video/7422622016622054713
Wen-TsungWei_,1289,2024/9/22 17:33,#摄影  下班路上看见小孩哥架着相机等火车经过，我看着他突然之间有点恍惚。,0分:15秒,283880,10401,22438,248,40520,7.42E+18,,https://www.douyin.com/discover?modal_id=7417398091571072267,7417398091571072267,https://www.douyin.com/video/7417398091571072267
Jaguar,3,2024/10/23 20:50,中华民族！?????? #中华民族 #新疆小孩 #帅是一种气质 #压迫感这就来了 #顶级小孩哥,0分:15秒,556,12,31,1,88,7.43E+18,,https://www.douyin.com/discover?modal_id=7428952651074686268,7428952651074686268,https://www.douyin.com/video/7428952651074686268
电影老枪,7664,2024/10/23 17:48,电缆千万条，生命只一条，叛逆小心泪两行！#电影老枪 #周政杰,0分:30秒,781,10,10,2,13,7.43E+18,电影《老枪》官方账号,https://www.douyin.com/discover?modal_id=7428905090540424502,7428905090540424502,https://www.douyin.com/video/7428905090540424502
小小邓,27240,2024/10/6 19:37,羡慕死你们！！！#花式下腰 #小孩哥 #倒三角,0分:10秒,2123,142,291,5,226,7.42E+18,,https://www.douyin.com/discover?modal_id=7422625383008193832,7422625383008193832,https://www.douyin.com/video/7422625383008193832
心动日记??,359554,2024/9/28 14:59,小孩哥：既见大圣为何不拜??#小孩哥#孙悟空#人类幼崽迷惑行为大赏#黑神话悟空#搞笑 #人类幼崽迷惑行为大赏,0分:17秒,172,11,35,0,31,7.42E+18,,https://www.douyin.com/discover?modal_id=7419585108899843343,7419585108899843343,https://www.douyin.com/video/7419585108899843343
本人雕无才,279614,2024/10/22 19:42,十岁的小孩哥获得荣誉市民，震惊麻了！ #沙雕动画 #二次元 #原创动画 #剧情动画 #动画,3分:54秒,3868,1556,159,0,56,7.43E+18,,https://www.douyin.com/discover?modal_id=7428527115231825163,7428527115231825163,https://www.douyin.com/video/7428527115231825163
追星无限公司,853266,2024/9/24 19:00,小孩哥 绝不白来哈#内容过于真实 #小孩哥 #人情世故 #拿捏 #娱乐评论大赏,0分:17秒,218,6,4,0,126,7.42E+18,,https://www.douyin.com/discover?modal_id=7418162756676898100,7418162756676898100,https://www.douyin.com/video/7418162756676898100
